,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,energy_100g,reconstructed_energy,g_sum,exceeded,product
7224,100,0,0,0,0,3586,3900,100,0,100% Pure Canola Oil
7225,25.56,3.33,3.33,13.33,2.17424,1209,1280.06,42.22,0,Skinless Smoked Sausage
7226,25.56,3.33,3.33,13.33,2.17424,1209,1280.06,42.22,0,Skinless Polish Sausage
7227,3.57,53.57,7.14,7.14,1.36144,1197,1171.3,64.28,0,Bread
7228,0,4.55,3.64,10,1.08458,268,247.35,14.55,0,"Shurfresh, Fat Free Small Curd Cottage Cheese"
7229,50,0,0,0,1.63322,2092,1950,50,0,Spread
7230,9.38,25,17.19,4.69,0.25908,849,870.55,39.07,0,Real Ice Cream
7231,10,3.33,3.33,3.33,0.127,556,503.22,16.66,0,Half & Half
7232,1.33,26.67,20,4,0.17018,556,573.26,32,0,Fudge Bars
7233,0,16.36,16.36,0,0,268,278.12,16.36,0,Assorted Junior Pops
7234,9.09,43.64,21.82,3.64,0.57658,1142,1158.27,56.37,0,Neapolitan Ice Cream Sandwitches
7235,0,16.36,16.36,0,0,268,278.12,16.36,0,Ice Pops
7236,33.33,6.67,0,0,0.08382,1393,1413.26,40,0,Heavy Whipping Cream
7237,16.67,6.67,6.67,0,0.254,837,763.52,23.34,0,Light Cream
7238,2.94,49.02,1.96,3.92,0.0508,983,1014.64,55.88,0,Authentic White Corn Tortillas Thick Cut
7239,5.36,3.57,3.57,17.86,3.35534,523,573.35,26.79,0,Cooked Ham
7240,1.79,7.14,3.57,17.86,3.08356,448,494.81,26.79,0,Turkey Breast
7241,1.79,44.64,3.57,7.14,1.72466,895,950.07,53.57,0,Plain English Muffins
7242,3.57,53.57,7.14,10.71,0.99822,1197,1231.99,67.85,0,Split Top Wheat Bread
7243,10.77,23.08,16.92,3.08,0.15748,774,864.75,36.93,0,Ice Cream
7244,9.23,26.15,20,3.08,0.15748,837,856.88,38.46,0,Ice Cream
7245,0,10.83,9.17,0.83,0,192,198.22,11.66,0,Orange Juice
7246,0,10.83,9.17,0.83,0,192,198.22,11.66,0,Fruit Juice
7247,32.14,0,0,25,1.63322,1644,1678.46,57.14,0,Sharp Cheddar Cheese
7248,28.57,3.57,0,28.57,1.54178,1494,1660.61,60.71,0,"Pepper Jack Cheese, Monterey Jack Cheese & Jalapeno Peppers"
7249,32.14,0,0,25,1.63322,1644,1678.46,57.14,0,Sharp Cheddar Natural Cheese
7250,23.68,10.53,5.26,15.79,3.34264,1322,1370.96,50,0,"Shurfresh, American Cheese Slices"
7251,32.14,3.57,0,25,1.63322,1644,1739.15,60.71,0,"Shurfresh, Shredded Colby Jack Cheese"
7252,10,3.33,3.33,3.33,0.254,556,503.22,16.66,0,Half & Half
7253,30,6.67,0,0,0.08382,1255,1283.39,36.67,0,Whipping Cream
7254,16.67,6.67,6.67,3.33,0.508,837,820.13,26.67,0,Cultured Sourcream
7255,78.57,0,0,0,1.63322,2987,3064.23,78.57,0,Sweet Cream Butter
7256,16.67,7.41,3.7,3.7,1.6002,774,839,27.78,0,French Onion Dip
7257,39.29,1.79,0,14.29,2.40284,1720,1805.67,55.37,0,Pork Sausage
7258,39.29,1.79,1.79,16.07,2.76606,1795,1835.93,57.15,0,Hot Pork Sausage
7260,32.14,0,0,16.07,2.63144,1494,1526.65,48.21,0,Summer Sausage Snack
7261,26.79,1.79,1.79,14.29,2.40284,1343,1318.17,42.87,0,Summer Sausage
7262,33.93,1.79,1.79,12.5,2.2225,1494,1566.2,48.22,0,Beef Summer Sausage
7263,30.23,9.3,6.98,9.3,3.24866,1460,1495.17,48.83,0,Hotdogs Made With Chicken & Pork
7264,28.07,8.77,7.02,8.77,3.03022,1322,1392.91,45.61,0,Jumbo Hotdogs Made With Chicken & Pork
7265,32.14,3.57,0,21.43,1.81356,1644,1678.46,57.14,0,Colby Jack
7266,28.57,3.57,0,28.57,0.54356,1494,1660.61,60.71,0,Swiss Cheese
7267,32.14,3.57,0,21.43,1.81356,1644,1678.46,57.14,0,Colby Jack Cheese
7268,17.86,3.57,0,28.57,1.54178,1197,1242.92,50,0,Shredded Low-Moisture Part-Skim Mozzarella Cheese
7269,32.14,3.57,0,25,1.63322,1644,1739.15,60.71,0,Shredded Mild Cheddar Cheese
7270,78.57,0,0,0,1.99644,2987,3064.23,78.57,0,Margarine
7271,50,0,0,0,1.99644,1795,1950,50,0,Vegetable Oil Spread
7273,34.07,1.1,1.1,18.68,2.54,1611,1664.99,53.85,0,Bratwurst
7274,8.33,0.6,0,17.86,1.01346,649,638.69,26.79,0,Filet Of Beef Tenderloin
7275,0,12.96,12.68,0,0.0508,201,220.32,12.96,0,"Soda, Strawberry"
7276,0,12.96,12.68,0,0.0508,201,220.32,12.96,0,Strawberry Soda
7277,10.53,21.05,1.05,11.58,1.12268,971,965.38,43.16,0,"Mrs. Paul's, Crunchy Fish Sticks"
7278,10.53,21.05,1.05,11.58,1.12268,971,965.38,43.16,0,Crunchy Fish Sticks
7279,12.96,21.3,2.78,8.33,1.12776,967,1009.15,42.59,0,Crunchy Fish Fillets
7280,9.21,15.79,3.95,10.53,0.97028,824,806.63,35.53,0,Light Breaded Flounder Fillets
7281,9.73,15.04,3.54,10.62,0.96774,816,815.69,35.39,0,Lightly Breaded Haddock Fillets
7282,9.26,19.44,3.7,9.26,1.6002,812,849.04,37.96,0,Beer Battered Fillets
7283,10.71,21.43,1.19,11.9,1.1176,946,984.3,44.04,0,Crunchy Fish Sticks
7284,5.31,18.58,0.88,12.39,0.69596,741,733.58,36.28,0,"Mrs. Paul's, 100% Whole Lightly Breaded Tilapia Fillets"
7285,10.19,19.44,0.93,8.33,1.15316,854,869.5,37.96,0,Crunchy Fish Fillets
7286,6.3,15.75,0.79,14.17,1.34112,757,754.34,36.22,0,Cracked Black Pepper & Sea Salt Salmon
7287,7.09,18.44,0.71,12.77,1.04394,770,807.08,38.3,0,"Garlic Herb Cod, Garlic"
7288,7.09,18.44,0.71,14.18,1.18872,799,831.05,39.71,0,"Tilapia Fillets, Mediterranean"
7289,7.09,18.44,1.42,14.18,1.17094,833,831.05,39.71,0,Tilapia With A Parmesan & Roasted Garlic Crust
7290,3.19,26.95,0.71,12.06,0.82804,770,787.58,42.2,0,Lemon Pepper Cod
7291,5.49,13.41,1.22,8.54,0.86614,611,587.26,27.44,0,Crab Cakes
7292,10.53,21.05,1.05,11.58,1.12268,971,965.38,43.16,0,Crunchy Fish Sticks
7293,11.76,36.47,1.18,9.41,1.13538,1180,1238.6,57.64,0,Fried Clams
7294,11.76,21.18,2.35,7.06,1.07696,937,938.72,40,0,Original Recipe Fish Sandwich Fillets
7295,11.49,20.69,0,11.49,1.7526,962,995.17,43.67,0,Ranch Seasoned Fish Steaks
7296,11.49,20.69,0,11.49,1.86944,962,995.17,43.67,0,Nacho Seasoned Fish Steaks
7297,15.8,56.8,30.1,4,0.2794,1633,1649.8,76.6,0,6 Christmas deep mince pies
7300,3.33,5,4.58,3.33,0.127,259,271.48,11.66,0,Whole Milk
7301,2.08,5,5,3.33,0.13716,226,222.73,10.41,0,"2% Milkfat, Reduced Fat Milk"
7302,0,100,100,0,0,1615,1700,100,0,"Dryden & Palmer, Rock Candy Sugar Stick"
7303,0,100,100,0,0,1615,1700,100,0,"Dryden & Palmer, Rock Candy Sugar Stick, Blue Raspberry"
7304,0,100,100,0,0,1615,1700,100,0,"Dryden & Palmer, Rock Candy Sugar Stick, Cherry"
7305,0,100,100,0,0,1615,1700,100,0,Rock Candy Sugar Stick
7306,0,100,100,0,0,1615,1700,100,0,"Dryden & Palmer, Rock Candy Sugar Stick, Grape"
7307,0,100,100,0,0,1615,1700,100,0,"Dryden & Palmer, Rock Candy Sugar Stick, Cotton Candy"
7308,0,100,100,0,0,1615,1700,100,0,"Dryden & Palmer, Rock Candy Sugar Stick, Watermelon"
7309,0,100,100,0,0,1569,1700,100,0,"Dryden & Palmer, Barista Crystal Sticks"
7310,0,100,100,0,0,1674,1700,100,0,Rock Candy
7311,0,100,100,0,0,1674,1700,100,0,"Richardson, Lolli Rocks Candy, Silly Strawberry"
7312,0,100,100,0,0,1674,1700,100,0,"Lolli Rocks, Lollipops, Crazy Grape"
7313,14.12,5.88,3.53,15.29,2.4511,887,910.57,35.29,0,Chicken Sausage
7314,0,15.2,0.8,2.4,0.79248,301,299.2,17.6,0,Lima Beans
7315,3.2,4,0,9.6,1.09728,335,356,16.8,0,"Worthmore, Cincinnati Style Chili"
7316,0,25.56,19.55,0.75,0.02032,439,447.27,26.31,0,Dark Sweet Cherries
7317,0,15.08,14.29,0.79,0.04064,264,269.79,15.87,0,"Peach Slices, Yellow Cling Peaches In Lightly Sweetened Juice"
7318,0,15.08,11.9,0,0.01016,264,256.36,15.08,0,Premium Peach Slices In Light Syrup
7319,0,6.5,4.07,0.81,0.59944,117,124.27,7.31,0,Sliced Beets
7320,0,6.5,4.07,0.81,0.59944,117,124.27,7.31,0,Julienne Beets
7321,0,13.39,11.02,0.79,0.54102,230,241.06,14.18,0,Premium Sliced Pickled Beets
7322,0,13.39,11.02,0.79,0.54102,230,241.06,14.18,0,Sliced Party Beets
7323,0,6.5,4.07,0,0.61976,117,110.5,6.5,0,Julienne Carrots
7324,0.4,11.2,5.6,0.8,0.73152,201,219.6,12.4,0,"S & W, Premium Cream Style Corn"
7325,0.8,8.8,5.6,1.6,0.73152,201,208,11.2,0,Whole Kernel Corn
7326,0,8,4,2.4,0.73152,201,176.8,10.4,0,Petit Pois Peas
7327,0,4.76,3.17,0.79,0.50292,84,94.35,5.55,0,Tomatoes Diced In Rich Juice
7328,0,7.94,6.35,0.79,0.88646,151,148.41,8.73,0,Premium Petite-Cut Tomatoes
7329,0,3.33,0,0,1.524,0,56.61,3.33,0,Sauerkraut
7330,0,3.31,1.65,0.83,0.81788,71,70.38,4.14,0,Whole Grain Beans
7331,0,3.31,1.65,0.83,0.81788,71,70.38,4.14,0,Cut Green Beans
7332,0,6.56,3.28,1.64,0.39624,138,139.4,8.2,0,"S & W, Crushed Tomatoes With Oregano & Basil In Rich Puree"
7333,0,7.14,4.76,0.79,0.42418,134,134.81,7.93,0,Stewed Tomatoes
7334,0,7.94,4.76,0.79,0.52324,151,148.41,8.73,0,"Stewed Tomatoes, Sliced Roma Style Tomatoes With Basil & Oregano"
7335,0,7.94,4.76,0.79,0.52324,151,148.41,8.73,0,Stewed Italian Recipe Tomatoes
7336,0,5.69,4.07,0.81,0.5588,117,110.5,6.5,0,"Stewed Tomatoes, Mexican Style"
7337,0,3.31,3.31,0.83,0.39878,88,70.38,4.14,0,"Petite-Cut, Tomatoes, Diced With Garlic, Oregano & Basil"
7338,0,2.38,1.59,0.79,0.26162,67,53.89,3.17,0,"Ready-Cut, Diced Tomatoes"
7339,0,2.38,1.59,0.79,0.26162,67,53.89,3.17,0,"Ready-Cut, Diced Tomatoes"
7340,0,3.31,3.31,0.83,0.39878,88,70.38,4.14,0,"Ready-Cut, Diced Tomatoes"
7341,0.42,4.24,2.54,1.69,0.51562,105,117.19,6.35,0,Ready-Cut Diced Tomatoes With Roasted Garlic
7342,0,6.35,3.17,0.79,0.60452,134,121.38,7.14,0,"Ready-Cut, Diced Tomatoes With Onion & Green Bell Pepper"
7343,0,3.17,2.38,0.79,0.76708,67,67.32,3.96,0,"Ready-Cut, Tomatoes, Diced With Green Chilies & Spices"
7344,0,4.76,3.17,0.79,0.50292,84,94.35,5.55,0,"Petite-Cut, Tomatoes, Diced In Rich Juice"
7345,0,5.88,3.53,1.18,0.10414,146,120.02,7.06,0,"Steam-Its, California Blend"
7346,0,6.17,2.47,1.23,0,155,125.8,7.4,0,Cut Green Beans
7347,0,4.71,2.35,1.18,0.06096,146,100.13,5.89,0,Broccoli Spears
7348,0,16.47,2.35,1.18,0.06096,146,300.05,17.65,0,Chopped Broccoli
7349,0,9.41,2.35,3.53,0.04572,222,219.98,12.94,0,Brussels Sprouts
7350,0,4.71,2.35,1.18,0.07366,121,100.13,5.89,0,Cauliflower
7351,0,14.12,4.71,3.53,0.254,297,300.05,17.65,0,Mixed Vegetables
7352,0,13.48,4.49,5.62,0,331,324.7,19.1,0,Green Peas
7353,0,3.61,1.2,2.41,0.38354,151,102.34,6.02,0,Chopped Spinach
7354,0,3.37,0,2.25,0.08636,142,95.54,5.62,0,Chopped Collard Greens
7355,0,3.61,0,2.41,0.09144,126,102.34,6.02,0,Chopped Kale
7356,0.59,23.53,1.18,8.24,0.06096,590,563.1,32.36,0,Field Peas With Snaps
7357,0,4.71,2.35,1.18,0.07366,121,100.13,5.89,0,Winter Blend
7358,19.47,0,0,17.7,0.1905,1038,1060.23,37.17,0,Beef Hamburgers
7359,10,40,2.86,7.14,1.34366,1197,1191.38,57.14,0,Buttermilk Round Waffles
7360,4.76,43.81,12.38,4.76,1.06426,996,1011.33,53.33,0,Pancakes
7361,4.76,43.81,11.43,4.76,1.06426,996,1011.33,53.33,0,Buttermilk Pancakes
7362,0,28.24,21.18,1.18,0.06096,540,500.14,29.42,0,Mango Sherbet
7363,13.92,16.46,0,12.66,1.60782,1008,1037.92,43.04,0,Chicken Breast Nuggets
7364,13.25,15.66,0,13.25,1.62306,1008,1008.22,42.16,0,Chicken Breast Patties
7368,4.12,20,0,2.35,0.74676,494,540.63,26.47,0,Baked Potato Cakes
7369,3.33,80,0,6.67,2.20218,1674,1603.26,90,0,Tamari Sesame Brown Rice Snaps
7370,3.33,80,0,6.67,2.20218,1674,1603.26,90,0,"Edward & Sons, Brown Rice Snaps, Tamari Seaweed"
7371,6.67,80,0,6.67,0,1674,1733.52,93.34,0,"Edward & Sons, Whole Grain Brown Rice Snaps, Unsalted Sesame"
7372,6.67,66.67,0,6.67,0.84582,1393,1506.91,80.01,0,"Baked Brown Rice Snaps, Onion Garlic"
7373,0,20,13.33,0,0.27178,418,340,20,0,Sweet Asian Sauce
7374,0,20,13.33,0,4.23418,418,340,20,0,"Premier Japan, Teriyaki Classic Asian Sauce"
7375,11.11,44.44,33.33,22.22,20.88388,1393,1566.51,77.77,0,Edward & Sons Miso Cup Miso Soup Mix Instant
7376,16.67,33.33,33.33,22.22,20.03806,1628,1594.48,72.22,0,"Edward & Sons, Miso-Cup, Savory Soup With Seaweed"
7377,11.11,44.44,33.33,22.22,20.88388,1393,1566.51,77.77,0,"Edward & Sons, Miso-Cup, Delicious Golden Vegetable Soup"
7378,16.67,33.33,33.33,22.22,20.03806,1628,1594.48,72.22,0,"Misco-Cup, Savory Soup With Seaweed"
7379,0,85.71,85.71,0,0,1494,1457.07,85.71,0,"Smarties, Candy Rolls, Assorted"
7380,0,85.71,85.71,0,0,1494,1457.07,85.71,0,"Smarties, Candy Rolls, Assorted"
7381,0,85.71,85.71,0,0,1494,1457.07,85.71,0,Candy Rolls
7382,0,20,0,0,3.302,0,340,20,0,Organic Hot Stuff Biologique
7383,0,20,20,0,6.604,418,340,20,0,"The Wizard's, Organic Worcestershire Sauce"
7384,0,20,20,0,6.604,418,340,20,0,Organic Gluten Free Vegan Worcestershire Sauce
7385,0,85.71,85.71,0,0,1494,1457.07,85.71,0,"Smarties, Candy Rolls Value Bag"
7386,0,85.71,85.71,0,0,1494,1457.07,85.71,0,Assorted Flavors Candy Rolls
7387,0,85.71,85.71,0,0,1494,1457.07,85.71,0,"Smarties, Candy Rolls"
7388,0,85.71,85.71,0,0,1494,1457.07,85.71,0,Candy Rolls
7389,0,85.71,85.71,0,0,1494,1457.07,85.71,0,Candy Rolls
7390,0,85.71,85.71,0,0,1494,1457.07,85.71,0,"Smarties, Valentine Candy Rolls, Assorted"
7391,0,85.71,85.71,0,0,1494,1457.07,85.71,0,Valentine Candy Rolls
7392,1.61,87.1,80.65,0,0,1619,1543.49,88.71,0,"Smarties, Mega Double Lollies, Lollipops"
7393,0,85.71,85.71,0,0,1494,1457.07,85.71,0,"Smarties, Easter Assorted Candy Rolls"
7394,0,87.5,87.5,0,0,1569,1487.5,87.5,0,Easter Candy Rolls
7395,0,85.71,85.71,0,0,1494,1457.07,85.71,0,"Smarties, Mega Assorted Candy Rolls"
7396,0,85.71,85.71,0,0,1494,1457.07,85.71,0,"Smarties, Candy Rolls"
7397,0,85.71,85.71,0,0,1494,1457.07,85.71,0,Smarties 'N Creme
7398,0,20,0,0,2.794,0,340,20,0,Prepared Horseradish
7399,20,0,20,0,1.016,418,780,20,0,"Morehouse, Cream Style Horseradish"
7408,0,5.42,3.75,0.83,1.4605,105,106.25,6.25,0,"Mc. Ilhenny Co., Tabasco, Bloody Mary Mix Tomato Cocktail"
7412,0,6.06,0,0,0.53848,126,103.02,6.06,0,"Premium Salsa, Medium"
7413,0,6.06,0,0,0.53848,126,103.02,6.06,0,Hot Salsa
7414,0,6.06,0,0,0.76962,126,103.02,6.06,0,"Salsa, Chipotle Pepper"
7416,0,73.33,66.67,0,0,1255,1246.61,73.33,0,Pepper Jelly
7417,0,66.67,0.04,0,0.762,1117,1133.39,66.67,0,"Jalapeno Pepper Jelly, Mild"
7418,0.4,5.6,3.2,2.4,1.40208,151,151.6,8.4,0,"Homestyle Chili Starter, Original"
7419,0,20,20,0,6.096,0,340,20,0,Habanero Sauce
7420,0.4,22.6,20.8,1.5,6,419,425.3,24.5,0,
7421,0,80,60,0,4.064,1255,1360,80,0,"East Asian Style Chile Sauce, Sweet & Spicy"
7422,0,80,60,0,4.064,1255,1360,80,0,"Pepper Sauce, Garlic"
7424,0,20,0,0,6.096,0,340,20,0,"Mcilhenny Co., Tabasco Pepper Sauce, Chipotle"
7425,0,26.67,20,6.67,9.82218,556,566.78,33.34,0,Teriyaki Sauce
7426,0,20,20,0,2.032,418,340,20,0,"Worcestershire Sauce, Spicy"
7427,0,40,40,0,3.4,418,680,40,0,Sriracha Thai Chili Sauce
7428,0,26.67,13.33,0,4.064,418,453.39,26.67,0,Steak Sauce
7429,0,26.67,20,0,2.71018,418,453.39,26.67,0,Caribbean Style Steak Sauce
7431,0,20,20,0,4.064,418,340,20,0,Garlic Sauce
7436,0,29.41,11.76,0,2.09296,494,499.97,29.41,0,Spicy Ketchup
7437,73.33,6.67,0,0,1.69418,3067,2973.26,80,0,"Mayonnaise, Spicy"
7441,0,35.71,28.57,0,1.905,598,607.07,35.71,0,"Pickles, Hot 'N Sweet"
7447,0,1.8,0,0.6,7.4,46,40.8,2.4,0,Green Pepper Sauce
7450,4.17,91.67,66.67,0,0,1745,1721.02,95.84,0,Old Fashioned Filled Candies
7451,0,100,73.33,0,0.08382,1674,1700,100,0,Keep Fresh Canister
7452,0,100,73.33,0,0,1674,1700,100,0,Hard Candies
7453,0,100,73.33,0,0,1674,1700,100,0,"F.B. Washburn Candy Corporation, Old Fashioned Hard Candies"
7454,0,42.86,31.43,0,0,715,728.62,42.86,0,Thin Ribbon Candy
7455,0,35.71,30,0,0.03556,657,607.07,35.71,0,Jellied Cranberry Sauce
7456,0,35.71,30,0,0.03556,657,607.07,35.71,0,"Cranberry Sauce, Whole Berry"
7457,0,65,40,0,0.0635,1046,1105,65,0,Concord Jelly
7458,0,65,50,0,0.0635,1046,1105,65,0,Jelly
7459,0,65,50,0,0.0635,1046,1105,65,0,Concord Jelly Grape
7460,0,65,40,0,0.127,1046,1105,65,0,Concord Jam
7461,0,65,40,0,0.0635,1046,1105,65,0,Preserves Red Raspberry
7462,0,65,50,0,0,1046,1105,65,0,Preserves
7463,0,65,40,0,0.127,1046,1105,65,0,Concord Jam
7464,0,65,50,0,0,1046,1105,65,0,Strawberry
7465,0,65,50,0,0.127,1046,1105,65,0,Preserves Cherry
7466,0,65,50,0,0.127,1046,1105,65,0,Preserves Blackberry
7467,0,65,40,0,0,1046,1105,65,0,"Preserves, Apricot"
7468,0,65,50,0,0.0635,1046,1105,65,0,Marmalade
7469,43.33,20,20,3.33,1.94818,1954,2086.48,66.66,0,"Dressing, Creamy French"
7470,46.88,25,9.38,21.88,1.11252,2351,2625.28,93.76,0,"Peanut Butter, Creamy"
7471,50,18.75,9.38,21.88,0.83312,2615,2640.71,90.63,0,"Peanut Butter, Crunchy"
7472,46.88,25,9.38,21.88,1.11252,2351,2625.28,93.76,0,Creamy Peanut Butter
7473,46.88,28.12,12.5,21.88,1.11252,2351,2678.32,96.88,0,Crunchy Peanut Butter
7474,46.88,28.12,12.5,21.88,1.11252,2351,2678.32,96.88,0,"Peanut Butter, Crunchy"
7475,0,80.95,76.19,0,0,1197,1376.15,80.95,0,Pure Honey
7476,5,83.33,20,6.67,1.27,1674,1725,95,0,Honey And Oat Crunch Cereal
7477,5,83.33,20,6.67,1.27,1674,1725,95,0,Honey And Oat Crunch With Almonds
7478,11.76,22.06,17.65,2.94,0.12954,862,883.64,36.76,0,Ice Cream
7479,16.18,27.94,22.06,4.41,0.18796,1109,1180.97,48.53,0,"Vanilla Ice Cream, Moose Tracks"
7480,11.76,25,17.65,2.94,0.12954,925,933.62,39.7,0,Ice Cream
7481,14.71,22.06,16.18,2.94,0.16764,983,998.69,39.71,0,"Ice Cream, Butter Pecan"
7482,11.76,22.06,17.65,2.94,0.12954,862,883.64,36.76,0,Golden Vanilla Flavored
7483,13.24,25,19.12,2.94,0.11176,925,991.34,41.18,0,"Ice Cream, Mint Chocolate Chip"
7484,11.76,25,19.12,2.94,0.11176,862,933.62,39.7,0,Ice Cream
7485,11.76,29.41,23.53,2.94,0.18796,983,1008.59,44.11,0,"Ice Cream, Mackinac Island Fudge"
7486,11.76,23.53,17.65,2.94,0.12954,862,908.63,38.23,0,"Ice Cream, Neapolitan"
7487,16.18,25,17.65,5.88,0.29972,1109,1155.98,47.06,0,"Ice Cream, Peanut Butter"
7488,11.76,30.88,23.53,2.94,0.20574,983,1033.58,45.58,0,"Ice Cream, Chocolate Chip Cookie Dough"
7489,10.29,25,17.65,2.94,0.11176,862,876.29,38.23,0,"Ice Cream, Black Cherry"
7490,13.24,32.35,23.53,2.94,0.20574,1109,1116.29,48.53,0,"Ice Cream, Cupcake"
7491,8.82,27.94,22.06,1.47,0.11176,862,843.95,38.23,0,"Ice Cream, All American Cherry"
7492,8.33,30,25,5,0.254,908,919.87,43.33,0,"Churn Light Style Vanilla Ice Cream, Moose Tracks"
7493,5,28.33,21.67,5,0.21082,699,761.61,38.33,0,Ice Cream
7494,0,0,0,0,1.95326,1611,0,0,0,"Drink Mix, Fruit Punch"
7495,0,0,0,0,1.95326,1611,0,0,0,"Drink Mix, Fruit Punch"
7496,0,0,0,0,0,1745,0,0,0,"Drink Mix, Raspberry Lemonade"
7498,3.57,21.43,17.86,39.29,4.98856,1197,1171.47,64.29,0,Premium Beef Jerky
7499,0,4.17,4.17,0,0.07874,71,70.89,4.17,0,"Light Juice Drink Blend, Cranberry Raspberry"
7500,5.71,77.14,37.14,8.57,1.23444,1552,1679.76,91.42,0,"Instant Oatmeal, Strawberries & Cream"
7501,5.71,77.14,37.14,8.57,1.23444,1552,1679.76,91.42,0,"Instant Oatmeal, Peaches & Cream"
7502,21.43,3.57,0,25,2.08534,1197,1321.46,50,0,Sharp Cheddar Cheese
7503,21.43,3.57,0,28.57,1.45034,1343,1382.15,53.57,0,Colby Jack
7504,12.99,23.38,16.88,3.9,0.1143,979,970.37,40.27,0,"Indulgent Creations Premium Ice Cream, Double Vanilla"
7505,16.67,23.61,16.67,4.17,0.15748,1105,1122.39,44.45,0,Pecan Ice Cream
7506,13.89,25,13.89,4.17,0.12446,929,1037.6,43.06,0,"Indulgent Creations Premium Ice Cream, Double Dark Chocolate"
7507,15.28,26.39,19.44,4.17,0.10668,1046,1115.44,45.84,0,"Indulgent Creations A Premium Ice Cream, Mint Chip"
7508,12.5,22.22,15.28,2.78,0.10668,929,912.5,37.5,0,"Indulgent Creations A Premium Ice Cream, Michigan Blueberry"
7509,15.28,29.17,20.83,4.17,0.21082,1105,1162.7,48.62,0,"Indulgent Creations Premium Ice Cream, Brownies & Fudge"
7510,0,14.58,14.58,0,0.0381,243,247.86,14.58,0,100% Juice
7511,0,16.25,16.25,0,0.0381,259,276.25,16.25,0,"Cranberry Grape, 100% Juice"
7512,0,14.58,14.58,0,0.0381,243,247.86,14.58,0,100% Juice
7513,7.14,60.71,3.57,7.14,4.62534,1343,1431.91,74.99,0,"Mashed Potatoes, Four Cheese"
7514,16.07,64.29,3.57,7.14,5.53466,1795,1841.04,87.5,0,"Mashed Potatoes, Buttery Homestyle"
7515,1.43,45.71,5.71,5.71,1.41478,895,929.91,52.85,0,Rice Pasta & Cheddar
7516,0,2.36,1.57,1.57,0.71882,67,66.81,3.93,0,Asparagus Spears
7517,0,7.88,0,0.61,0.508,151,144.33,8.49,0,White Potatoes Diced
7518,84.62,0,0,0,1.46558,3217,3300.18,84.62,0,Real Mayonnaise
7519,25,14.29,7.14,0,1.81356,1197,1217.93,39.29,0,Dressing
7520,10.4,24.8,1.6,8,1.524,1004,963.2,43.2,0,Classic Thin Crust Pepperoni Pizza
7521,9.77,24.06,2.26,9.77,1.52908,975,956.14,43.6,0,Classic Thin Crust 4 Meat Pizza
7522,9.93,23.4,2.13,8.51,1.3335,920,929.74,41.84,0,Classic Thin Crust Supreme Pizza
7531,16.67,6.67,0,0,4.064,699,763.52,23.34,0,Pimiento Stuffed Spanish Olives
7536,0,40,20,0,0,837,680,40,0,Maraschino Cherries Salad
7537,0,40,20,0,0,837,680,40,0,Maraschino Cherries
7538,0,40,20,0,0,837,680,40,0,Maraschino Cherries With Stems
7539,0,40,20,0,0,837,680,40,0,Maraschino Cheeries
7540,1.95,9.38,7.03,1.56,0.83312,259,262.03,12.89,0,"Tomato, Basil & Garlic Pasta Sauce"
7542,0,100,0,0,0,0,1700,100,0,Calorie-Free Sweetener Packets
7543,0,29.41,21.18,0,0.06096,540,499.97,29.41,0,Strawberry Pie Filling
7544,0,29.41,22.35,1.18,0.04572,540,520.03,30.59,0,"Pie Filling, Very Cherry"
7545,0,30.59,17.65,0,0.11938,540,520.03,30.59,0,"Pie Filling, Peach"
7546,0,90.48,90.48,4.76,0.96774,1594,1619.08,95.24,0,Gelatin Dessert
7547,0,90.48,90.48,4.76,0.96774,1594,1619.08,95.24,0,Gelatin Dessert
7548,0,90.48,90.48,4.76,0.96774,1594,1619.08,95.24,0,Gelatin Dessert
7549,0,90.48,90.48,4.76,0.96774,1594,1619.08,95.24,0,Gelatin Dessert
7550,0,90.48,90.48,4.76,0.96774,1594,1619.08,95.24,0,Gelatin Dessert
7551,0,92.86,71.43,0,3.99034,1494,1578.62,92.86,0,Instant Pudding
7552,0,95.83,79.17,0,3.38582,1569,1629.11,95.83,0,Instant Pudding
7553,16.67,33.33,26.67,0,2.36982,1255,1216.74,50,0,Creamy Poppyseed Dressing & Dip
7554,15,36.67,33.33,0,0.84582,1117,1208.39,51.67,0,"Vidalia Onion Dressing & Marinade, Light"
7555,1.59,7.94,4.76,1.59,1.00838,201,224.02,11.12,0,Pizza Sauce
7557,14.29,3.57,0,32.14,1.22428,1046,1164.38,50,0,Mozzarella Cheese
7558,0,20,20,0,2.36982,418,340,20,0,Relish Sweet
7559,0,20,20,0,2.36982,280,340,20,0,Relish
7560,0,21.43,17.86,0,1.54178,372,364.31,21.43,0,Sweet Bread & Butter Chips
7561,0,10,7.06,2.94,0.13462,222,219.98,12.94,0,Fat Free Light Yogurt
7562,0,28.57,28.57,0,1.36144,448,485.69,28.57,0,Sweet Pickles
7563,0,10.59,7.65,2.94,0.127,222,230.01,13.53,0,Apricot Mango Lowfat Yogurt
7564,0,0,0,0,3.35534,0,0,0,0,Hanburger Dills Chips
7565,0,28.57,25,0,1.54178,448,485.69,28.57,0,Sweet Gherkins Pickles
7566,0,3.57,0,0,1.905,0,60.69,3.57,0,Kosher Dills Baby
7567,0,3.57,0,0,1.905,0,60.69,3.57,0,Kosher Dill
